ID_Number,Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Fuel_Tank_Capacity in Litres,capacity points,Displacement in cc,displacement points,Cylinders,No of cylinder points,Valves_Per_Cylinder,Valve point,Emission_Norm in BS,emission points,ARAI_Certified_Mileage in km/litre,ARAI Mileage Points liquid,ARAI_Certified_Mileage_for_CNG in km/kg,ARAI Mileage Points CNG,Front_Brakes,front break points,Rear_Brakes,rear break points,Power_Steering,power steering point,Power_Windows,power window point,Odometer,odometer point,Speedometer,speedometer point,Tripmeter,tripmeter point,Seats_Material,seat material point,Type,type point,Audio system,audio system point,Bluetooth,bluetooth point,Boot_Space in L,Boot Space points,Fuel-lid_Opener,Fuel-lid opener point,Boot-lid_Opener,Boot-lid Opener points,Fuel_Gauge,Fuel Guage points,Low_Fuel_Warning,Low Fuel Warning point,Ventilation_System,Ventilation system points,Cruise_Control,Cruise Control points,Airbags,Airbags point,Power in PS,Power Points,torque in NM,Torque points,POINT SUM,torque in NM old,Drivetrain,Cylinder_Configuration,Torque,Engine_Location,Fuel_System,Height in MM,Length in MM,Width in MM,Body_Type,Doors,City_Mileage in km/litre,Power,Highway_Mileage in km/litre,Kerb_Weight in kg,Gears,Ground_Clearance in MM,Front_Suspension,Rear_Suspension,Front_Track in MM,Rear_Track in MM,Front_Tyre,Rim WR,RIMS CORRECT,Rear_Tyre_&_Rim,Power_Seats,Keyless_Entry,RPM PS,Tachometer,Seating_Capacity,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,A _(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs2,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
240,Mahindra,Alturas G4,4Wd At,3070150,Diesel,70,3,2157,6,4,4,4,0,4,2,12.05,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,240,4,"Push to Open, Internal",2,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag",9,179,6,420,7,84,420,4WD,In-line,420NM@1600-2600,"Front, Transverse",Injection,1.845,4850,1960,SUV,5,,178PS@4000rpm,,,7,,"Double Wish-bone type, Independent Front Coil Spring",5 link Suspension with coil springs,,,255/60 R18,255/60 R18,R18,255/60 R18,"Yes, with memory",Smart Key,4000,Digital,7,2865 mm,,Yes,Yes,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,,Yes,Automatic,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,none
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,Diesel,71,3,1968,6,4,4,4,0,4,2,17.06,4,0,0,Ventilated Disc,3,Solid Disc,1,Electric Power,2,All Windows,2,Analog,1,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,615,6,Internal,5,Internal,3,Analog,1,Yes,1,3 Zone climate control,3,Yes,1,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",6,141,5,340,6,79,340,AWD (All Wheel Drive),In-line,340NM@1750-2750rpm,none,Injection,1672,4486,1839,SUV,5,,141PS@4000rpm,,1720,8,149,McPherson Strut with Coil Spring Rear,Multi link,1578,1568,215/65R17,215/65R17,R17,215/65R17,"Yes, with memory",,4000,Digital,5,2677 mm,215/65R17,,Yes,Yes,Yes,,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,,Analog + Digital,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,,,,,Yes,,,Yes,,All Rows,2250 kg,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Auto Climate Control Air Conditioning,Rear sensors,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,,,,,none
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,Diesel,71,3,1968,6,4,4,4,0,4,2,17.06,4,0,0,Ventilated Disc,3,Solid Disc,1,Electric Power,2,All Windows,2,Analog,1,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,615,6,Internal,5,Internal,3,Analog,1,Yes,1,3 Zone climate control,3,Yes,1,"Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag",6,141,5,340,6,79,340,AWD (All Wheel Drive),In-line,340NM@1750-2750rpm,none,Injection,1672,4486,1839,SUV,5,,141PS@4000rpm,,1720,,149,McPherson Strut with Coil Spring Rear,Multi link,1578,1568,235/55R18,235/55R18,R18,235/55R18,"Yes, with memory",Yes,4000,Digital,5,2677 mm,235/55R18,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,,Analog + Digital,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,2250 kg,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,none
243,Honda,Cr-V,2Wd Petrol Cvt,2827001,Petrol,57,2,1997,6,4,4,4,0,4,2,14.4,2,0,0,Ventilated Disc,3,Solid Disc,1,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,522,5,Internal,5,Manual,6,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag, Curtain airbags",7,154,5,189,4,81,189,FWD (Front Wheel Drive),In-line,189NM@4300rpm,"Front, Transverse",Injection,1679,4592,1855,SUV,5,,154PS@6500rpm,,,7,198,"McPherson Strut, Coil Spring","Multilink, Coil Spring",,,235 / 65 R18,235 / 65 R18,R18,235 / 60 R18,Power seats,Smart Key,6500,Digital,5,2660 mm,,Yes,Yes,Yes,Yes,,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Automatic,Digital,5.5 meter,Yes,,,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,,,Yes,,,Yes,,,Yes,,,,,none
244,Honda,Cr-V,2Wd Diesel At,3067001,Diesel,57,2,1597,5,4,4,4,0,4,2,19.5,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,150,3,"With Remote, Internal",1,"With Remote, Manual",4,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags",7,120,4,300,6,76,300,FWD (Front Wheel Drive),In-line,300NM@2000rpm,"Front, Transverse",Injection,1679,4592,1855,SUV,5,,120PS@4000rpm,,,9,198,Macpherson strut with Coil Spring,Multi-link coil spring,,,235 / 65 R18,235 / 65 R18,R18,235 / 60 R18,Power seats,Smart Key,4000,Digital,7,2660 mm,,Yes,Yes,Yes,Yes,,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Automatic,Digital,,Yes,,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,none
245,Honda,Cr-V,Awd Diesel At,3277001,Diesel,57,2,1597,5,4,4,4,0,4,2,18.3,4,0,0,Ventilated Disc,3,Solid Disc,1,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,150,3,Internal,5,Manual,6,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag",7,120,4,300,6,81,300,AWD (All Wheel Drive),In-line,300NM@2000rpm,"Front, Longitudinal",Injection,1689,4592,1855,SUV,5,,120PS@4000rpm,,1725,9,208,Mc Pherson struts with coil spring,Multi-link coil spring,,,235 / 65 R18,235 / 65 R18,R18,235 / 60 R18,Power seats,Smart Key,4000,Digital,7,2660 mm,235 / 65 R18,Yes,Yes,Yes,Yes,,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Manual,Digital,5.5 meter,Yes,,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,,,Yes,,Yes,Yes,,,Yes,,,,,none
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,Petrol,66,3,1798,5,4,4,4,0,4,2,13.7,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electro-Hydraulic,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,625,6,Internal,5,"With Remote, Internal",5,Analog,1,Yes,1,3 Zone climate control,3,Yes,1,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,180,6,250,5,80,250,FWD (Front Wheel Drive),In-line,250NM@1250-5000rpm,"Front, Transverse",Injection,1483,4861,1864,Sedan,4,11.3,180PS@6200rpm,13.7,1540,7,164,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudinal and transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,R17,215/55 R17,"Yes, with memory",Smart Key,6200,Analog,5,2841 mm,215/55 R17,Yes,2,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Automatic,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2030 kg,Yes,Yes,Yes,Yes,8,11.1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,Diesel,66,3,1968,6,4,4,4,0,4,2,18.19,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Electro-Hydraulic,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,625,6,Internal,5,"With Remote, Internal",5,Analog,1,Yes,1,3 Zone climate control,3,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",6,177,6,350,7,85,350,FWD (Front Wheel Drive),In-line,350NM@1500-3500rpm,"Front, Transverse",Injection,1483,4861,1864,Sedan,4,15.1,177PS@4000rpm,18.19,1565,6,149,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,R17,215/55 R17,Yes,Smart Key,4000,Analog,5,2841 mm,215/55 R17,Yes,2,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Automatic,Analog + Digital,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,none
248,Audi,A3,35 Tdi Premium Plus,3021200,Diesel,50,2,1968,6,4,4,4,0,4,2,20.38,5,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,425,5,Internal,5,Internal,3,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",8,143,5,320,6,83,320,FWD (Front Wheel Drive),In-line,320NM@3000rpm,"Front, Transverse",Injection,1416,4456,1796,Sedan,4,18,143PS@4000rpm,18,1340,6,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,205/55R17,205/55R17,R17,205/55R17,,Smart Key,4000,Analog,5,2637 mm,205/55R17,Yes,Yes,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,Yes,Yes,Yes,,9,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,No,,,none
249,Audi,A3,35 Tdi Technology,3221200,Diesel,50,2,1968,6,4,4,4,0,4,2,20.38,5,0,0,Solid Disc,2,Solid Disc,1,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,425,5,Manual,4,Internal,3,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",8,143,5,320,6,80,320,FWD (Front Wheel Drive),In-line,320NM@3000rpm,"Front, Transverse",Injection,1416,4456,1796,Sedan,4,18,143PS@4000rpm,18,1340,6,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,205/55R17,205/55R17,R17,205/55R17,,Smart Key,4000,Analog,5,2637 mm,205/55R17,Yes,Yes,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,Yes,Yes,Yes,,9,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,No,,,none
